INTAKEID,RECVDATE,AE_CATEGORY,AE_SHORT,ADVERSE_EVENT,FINDING_DETAIL,ASPEN_FACID,NAME,ASPEN_FACTYPE_LABEL,LAT,LON
CA00922585,24-Sep-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated with deficiencies,CA060000068,PROVIDENCE ST. JUDE MEDICAL CENTER,General Acute Care Hospital,33.894594,-117.927333
CA00861788,21-Sep-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Unsubstantiated,CA930000127,TORRANCE MEMORIAL MEDICAL CENTER,General Acute Care Hospital,33.812352,-118.344411
CA00849277,7-Jul-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA000000093,GLENDALE MEM HOSPITAL & HLTH CENTER,General Acute Care Hospital,34.12840144,-118.2577489
CA00838896,2-May-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA250000049,RIVERSIDE COMMUNITY HOSPITAL,General Acute Care Hospital,33.976368,-117.3814065
CA00937174,26-Dec-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated with deficiencies,CA930000002,CALIFORNIA HOSPITAL MEDICAL CENTER LA,General Acute Care Hospital,34.03746,-118.2658005
CA00887903,4-Mar-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,930000084,KINDRED HOSPITAL - SANTA ANA,General Acute Care Hospital,33.761799,-117.891396
CA00826447,13-Feb-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA080000036,SHARP MEMORIAL HOSPITAL,General Acute Care Hospital,32.798322,-117.155007
CA00826451,13-Feb-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA080000036,SHARP MEMORIAL HOSPITAL,General Acute Care Hospital,32.798322,-117.155007
CA00827561,21-Feb-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA080000036,SHARP MEMORIAL HOSPITAL,General Acute Care Hospital,32.798322,-117.155007
CA00910411,18-Jul-24,07 - Other,28: Adverse Event Series			,28: Adverse Event/Series of Adverse Events Caused the Death/Serious Disability of a Patient/Personnel/Visitor,Substantiated without deficiencies,CA030000124,MERCY GENERAL HOSPITAL,General Acute Care Hospital,38.570526,-121.4521695
CA00835420,29-Mar-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA240000104,PROVIDENCE ST MARY MEDICAL CENTER,General Acute Care Hospital,34.542261,-117.265347
CA00846868,21-Jun-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA930000129,VALLEY PRESBYTERIAN HOSPITAL,General Acute Care Hospital,34.194384,-118.462752
CA00857871,25-Aug-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA930000095,MEMORIALCARE LONG BEACH MEDICAL CENTER,General Acute Care Hospital,33.808293,-118.186632
CA00871613,27-Nov-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA930000008,ANTELOPE VALLEY HOSPITAL,General Acute Care Hospital,34.68935389,-118.1585617
CA00881408,24-Jan-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Unsubstantiated,CA060000011,UCI HEALTH-FOUNTAIN VALLEY,General Acute Care Hospital,33.714882,-117.936396
CA00849953,11-Jul-23,05 - Environmental Events,22: Fall,22: Patient Death Associated with a Fall,Substantiated without deficiencies,CA930000041,SAN GABRIEL VALLEY MEDICAL CENTER,General Acute Care Hospital,34.100802,-118.1058795
CA00888778,8-Mar-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Unsubstantiated,CA050000020,LOS ROBLES HOSPITAL & MEDICAL CENTER,General Acute Care Hospital,34.20747,-118.8824355
CA00935916,18-Dec-24,01 - Surgical Events,04: Retained Foreign Object,04: Retention of a Foreign Object After Surgery/Procedure,Substantiated with deficiencies,CA230000013,ENLOE HEALTH,General Acute Care Hospital,39.742164,-121.850289
CA00922607,26-Sep-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA060000040,LOS ANGELES GENERAL MEDICAL CENTER,General Acute Care Hospital,34.05627769,-118.2064778
CA00925737,16-Oct-24,06 - Criminal Events,26: Sexual Assault,26: Sexual Assault on a Patient Within or on the Grounds of a Health Facility,Unsubstantiated,CA060000040,LOS ANGELES GENERAL MEDICAL CENTER,General Acute Care Hospital,34.05627769,-118.2064778
CA00926310,18-Oct-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA060000040,LOS ANGELES GENERAL MEDICAL CENTER,General Acute Care Hospital,34.05627769,-118.2064778
CA00927602,24-Oct-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated with deficiencies,CA060000040,LOS ANGELES GENERAL MEDICAL CENTER,General Acute Care Hospital,34.05627769,-118.2064778
CA00928275,23-Oct-24,06 - Criminal Events,26: Sexual Assault,26: Sexual Assault on a Patient Within or on the Grounds of a Health Facility,Unsubstantiated,CA060000040,LOS ANGELES GENERAL MEDICAL CENTER,General Acute Care Hospital,34.05627769,-118.2064778
CA00933755,4-Dec-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA030000143,ST JOSEPH'S MEDICAL CENTER OF STOCKTON,General Acute Care Hospital,37.97046,-121.288257
CA00899534,9-May-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated with deficiencies,CA060000067,PROVIDENCE ST. JOSEPH HOSPITAL,General Acute Care Hospital,33.7810245,-117.8666657
CA00879139,10-Jan-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA230000010,MERCY MEDICAL CENTER REDDING,General Acute Care Hospital,40.571973,-122.3952705
CA00850378,13-Jul-23,01 - Surgical Events,05: Anesthesia,05: Death During or up to 24 Hours After Induction of Anesthesia After Surgery,Unsubstantiated,CA930000191,ADVENTIST HEALTH WHITE MEMORIAL,General Acute Care Hospital,34.050735,-118.216962
CA00909825,5-Jul-24,01 - Surgical Events,04: Retained Foreign Object,04: Retention of a Foreign Object After Surgery/Procedure,Substantiated with deficiencies,CA060000007,RADY CHILDREN'S HOSPITAL ORANGE COUNTY,General Acute Care Hospital,33.780897,-117.8655975
CA00829417,2-Mar-23,01 - Surgical Events,04: Retained Foreign Object,04: Retention of a Foreign Object After Surgery/Procedure,Substantiated with deficiencies,CA23000012,MERCY MEDICAL CENTER MT SHASTA,General Acute Care Hospital,41.318991,-122.323059
CA00836443,17-Apr-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA930000034,CHILDREN'S HOSP OF LOS ANGELES,General Acute Care Hospital,34.097868,-118.290636
CA00829367,2-Mar-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA930000077,PALMDALE REGIONAL MEDICAL CENTER,General Acute Care Hospital,34.58392859,-118.1445469
CA00834625,3-Apr-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated with deficiencies,CA060000027,LAC/HARBOR-UCLA MED CENTER,General Acute Care Hospital,33.830325,-118.2920175
CA00841384,18-May-23,01 - Surgical Events,04: Retained Foreign Object,04: Retention of a Foreign Object After Surgery/Procedure,Substantiated without deficiencies,CA040000106,KAWEAH HEALTH MEDICAL CENTER,General Acute Care Hospital,36.32742044,-119.2960948
CA00825209,6-Feb-23,05 - Environmental Events,22: Fall,22: Patient Death Associated with a Fall,Z2_Missing,CA240000014,HI-DESERT MEDICAL CENTER,General Acute Care Hospital,34.132581,-116.275086
CA00823967,30-Jan-23,06 - Criminal Events,26: Sexual Assault,26: Sexual Assault on a Patient Within or on the Grounds of a Health Facility,Substantiated with deficiencies,CA030000796,SUTTER CENTER FOR PSYCHIATRY,Acute Psychiatric Hospital,38.549844,-121.4145135
CA00922750,27-Sep-24,01 - Surgical Events,04: Retained Foreign Object,04: Retention of a Foreign Object After Surgery/Procedure,Substantiated without deficiencies,CA230000010,MERCY MEDICAL CENTER REDDING,General Acute Care Hospital,40.571973,-122.3952705
CA00923340,1-Oct-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA230000010,MERCY MEDICAL CENTER REDDING,General Acute Care Hospital,40.571973,-122.3952705
CA00873125,5-Dec-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA11000000332,SUTTER SANTA ROSA REGIONAL HOSPITAL,General Acute Care Hospital,38.495187,-122.752017
CA00873167,5-Dec-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA11000000332,SUTTER SANTA ROSA REGIONAL HOSPITAL,General Acute Care Hospital,38.495187,-122.752017
CA00873169,5-Dec-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA11000000332,SUTTER SANTA ROSA REGIONAL HOSPITAL,General Acute Care Hospital,38.495187,-122.752017
CA00873174,5-Dec-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA11000000332,SUTTER SANTA ROSA REGIONAL HOSPITAL,General Acute Care Hospital,38.495187,-122.752017
CA00886529,23-Feb-24,07 - Other,28: Adverse Event Series			,28: Adverse Event/Series of Adverse Events Caused the Death/Serious Disability of a Patient/Personnel/Visitor,Unsubstantiated,CA930000003,KINDRED HOSPITAL PARAMOUNT,General Acute Care Hospital,,
CA00910700,19-Jul-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA030000151,"SUTTER MEDICAL CENTER, SACRAMENTO",General Acute Care Hospital,38.5709021,-121.4694505
CA00827851,21-Feb-23,01 - Surgical Events,04: Retained Foreign Object,04: Retention of a Foreign Object After Surgery/Procedure,Substantiated without deficiencies,CA120000411,ADVENTIST HEALTH BAKERSFIELD,General Acute Care Hospital,35.383059,-119.019168
CA00830475,16-Mar-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA060000038,LAC/OLIVE VIEW-UCLA MEDICAL CENTER,General Acute Care Hospital,34.326981,-118.4517
CA00912238,30-Jul-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA2500004,KINDRED HOSPITAL RIVERSIDE,General Acute Care Hospital,33.812262,-117.2223315
CA00921577,20-Sep-24,07 - Other,28: Adverse Event Series			,28: Adverse Event/Series of Adverse Events Caused the Death/Serious Disability of a Patient/Personnel/Visitor,Substantiated without deficiencies,CA9300036,CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL,General Acute Care Hospital,34.13115,-117.97281
CA00848109,30-Jun-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA040000126,SAINT AGNES MEDICAL CENTER,General Acute Care Hospital,36.8352022,-119.7655278
CA00837703,25-Apr-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA040000095,CLOVIS COMMUNITY MEDICAL CENTER,General Acute Care Hospital,36.839106,-119.660427
CA00821398,17-Jan-23,01 - Surgical Events,04: Retained Foreign Object,04: Retention of a Foreign Object After Surgery/Procedure,Unsubstantiated,250000507,SOUTHWEST HEALTHCARE RANCHO SPRINGS HOSPITAL,General Acute Care Hospital,33.591519,-117.2382525
CA00919962,11-Sep-24,01 - Surgical Events,03: Surgery Wrong Procedure,"03: Wrong Surgical Procedure Performed, Inconsistent with the Informed Consent",Substantiated with deficiencies,CA060000025,UCI HEALTH-LOS ALAMITOS,General Acute Care Hospital,33.804387,-118.066455
CA00886771,26-Feb-24,06 - Criminal Events,26: Sexual Assault,26: Sexual Assault on a Patient Within or on the Grounds of a Health Facility,Substantiated without deficiencies,CA930000129,VALLEY PRESBYTERIAN HOSPITAL,General Acute Care Hospital,34.194384,-118.462752
CA00837183,20-Apr-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Unsubstantiated,CA930000041,SAN GABRIEL VALLEY MEDICAL CENTER,General Acute Care Hospital,34.100802,-118.1058795
CA00881254,23-Jan-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA080000036,SHARP MEMORIAL HOSPITAL,General Acute Care Hospital,32.798322,-117.155007
CA00878711,8-Jan-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Unsubstantiated,CA030000121,MARSHALL MEDICAL CENTER,General Acute Care Hospital,38.724588,-120.7911915
CA00862421,28-Sep-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA040000095,CLOVIS COMMUNITY MEDICAL CENTER,General Acute Care Hospital,36.839106,-119.660427
CA00867096,25-Oct-23,07 - Other,28: Adverse Event Series			,28: Adverse Event/Series of Adverse Events Caused the Death/Serious Disability of a Patient/Personnel/Visitor,Substantiated with deficiencies,CA630013873,PALOMAR MEDICAL CENTER,General Acute Care Hospital,33.122178,-117.120618
CA00890892,21-Mar-24,07 - Other,28: Adverse Event Series			,28: Adverse Event/Series of Adverse Events Caused the Death/Serious Disability of a Patient/Personnel/Visitor,Unsubstantiated,CA930000034,CHILDREN'S HOSP OF LOS ANGELES,General Acute Care Hospital,34.097868,-118.290636
CA00890985,21-Mar-24,07 - Other,28: Adverse Event Series			,28: Adverse Event/Series of Adverse Events Caused the Death/Serious Disability of a Patient/Personnel/Visitor,Unsubstantiated,CA930000034,CHILDREN'S HOSP OF LOS ANGELES,General Acute Care Hospital,34.097868,-118.290636
CA00895689,18-Apr-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA930000129,VALLEY PRESBYTERIAN HOSPITAL,General Acute Care Hospital,34.194384,-118.462752
CA00884687,12-Feb-24,06 - Criminal Events,26: Sexual Assault,26: Sexual Assault on a Patient Within or on the Grounds of a Health Facility,Unsubstantiated,CA030000151,"SUTTER MEDICAL CENTER, SACRAMENTO",General Acute Care Hospital,38.5709021,-121.4694505
CA00830405,9-Mar-23,01 - Surgical Events,03: Surgery Wrong Procedure,"03: Wrong Surgical Procedure Performed, Inconsistent with the Informed Consent",Z2_Missing,CCA230000020,ST ELIZABETH COMMUNITY HOSPITAL,General Acute Care Hospital,40.148127,-122.2193385
CA00921628,20-Sep-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA930000074,KAISER FOUNDATION HOSPITAL - DOWNEY,General Acute Care Hospital,33.917526,-118.1288025
CA00882603,31-Jan-24,07 - Other,28: Adverse Event Series			,28: Adverse Event/Series of Adverse Events Caused the Death/Serious Disability of a Patient/Personnel/Visitor,Substantiated without deficiencies,CA000000101,PROVIDENCE SAINT JOSEPH MEDICAL CTR,General Acute Care Hospital,34.156728,-118.3293675
CA00890096,18-Mar-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA930000290,KAISER FOUNDATION HOSPITAL - WOODLAND HILLS,General Acute Care Hospital,34.171263,-118.5886125
CA00882085,29-Jan-24,06 - Criminal Events,26: Sexual Assault,26: Sexual Assault on a Patient Within or on the Grounds of a Health Facility,Unsubstantiated,CA050000035,ST JOHNS REGIONAL MEDICAL CENTER,General Acute Care Hospital,34.216551,-119.155626
CA00823356,26-Jan-23,06 - Criminal Events,26: Sexual Assault,26: Sexual Assault on a Patient Within or on the Grounds of a Health Facility,Unsubstantiated,CA140000034,HIGHLAND HOSPITAL,General Acute Care Hospital,37.798281,-122.231673
CA00859999,11-Sep-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA140000425,ALTA BATES SUMMIT MEDICAL CENTER,General Acute Care Hospital,37.81935,-122.2639245
CA00896203,22-Apr-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated with deficiencies,CA050000020,LOS ROBLES HOSPITAL & MEDICAL CENTER,General Acute Care Hospital,34.20747,-118.8824355
CA00934161,9-Dec-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,250000727,MENIFEE GLOBAL MEDICAL CENTER,General Acute Care Hospital,33.71787019,-117.1677588
CA00898081,6-May-24,01 - Surgical Events,03: Surgery Wrong Procedure,"03: Wrong Surgical Procedure Performed, Inconsistent with the Informed Consent",Z2_Missing,CA030000125,EMANUEL MEDICAL CENTER,General Acute Care Hospital,37.511172,-120.8383335
CA00898767,9-May-24,01 - Surgical Events,04: Retained Foreign Object,04: Retention of a Foreign Object After Surgery/Procedure,Z2_Missing,CA030000125,EMANUEL MEDICAL CENTER,General Acute Care Hospital,37.511172,-120.8383335
CA00899725,15-May-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Z2_Missing,CA030000125,EMANUEL MEDICAL CENTER,General Acute Care Hospital,37.511172,-120.8383335
CA00914630,12-Aug-24,01 - Surgical Events,04: Retained Foreign Object,04: Retention of a Foreign Object After Surgery/Procedure,Substantiated without deficiencies,CA230000013,ENLOE HEALTH,General Acute Care Hospital,39.742164,-121.850289
CA00876584,18-Dec-23,01 - Surgical Events,04: Retained Foreign Object,04: Retention of a Foreign Object After Surgery/Procedure,Substantiated with deficiencies,CA060000071,UCI HEALTH-ORANGE,General Acute Care Hospital,33.88707,-117.843399
CA00878065,4-Jan-24,01 - Surgical Events,04: Retained Foreign Object,04: Retention of a Foreign Object After Surgery/Procedure,Substantiated with deficiencies,CA060000071,UCI HEALTH-ORANGE,General Acute Care Hospital,33.88707,-117.843399
CA00906548,25-Jun-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated with deficiencies,CA930014565,UCLA WEST VALLEY MEDICAL CENTER,General Acute Care Hospital,34.202925,-118.628667
CA00892549,2-Apr-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated with deficiencies,CA250000049,RIVERSIDE COMMUNITY HOSPITAL,General Acute Care Hospital,33.976368,-117.3814065
CA00833485,28-Mar-23,07 - Other,28: Adverse Event Series			,28: Adverse Event/Series of Adverse Events Caused the Death/Serious Disability of a Patient/Personnel/Visitor,Substantiated with deficiencies,CA060000073,ORANGE COUNTY GLOBAL MEDICAL CENTER,General Acute Care Hospital,33.754131,-117.8329005
CA00875174,19-Dec-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Unsubstantiated,CA090000048,KINDRED HOSPITAL - SAN DIEGO,General Acute Care Hospital,32.756202,-117.144657
CA00857115,22-Aug-23,01 - Surgical Events,04: Retained Foreign Object,04: Retention of a Foreign Object After Surgery/Procedure,Substantiated without deficiencies,CA030000143,ST JOSEPH'S MEDICAL CENTER OF STOCKTON,General Acute Care Hospital,37.97046,-121.288257
CA00936968,24-Dec-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA93000091,PROVIDENCE CEDARS SINAI TARZANA MEDICAL CENTER,General Acute Care Hospital,34.170507,-118.5320295
CA00926922,24-Oct-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA080000023,RADY CHILDREN'S HOSPITAL - SAN DIEGO,General Acute Care Hospital,32.798322,-117.1520235
CA00927137,25-Oct-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA080000023,RADY CHILDREN'S HOSPITAL - SAN DIEGO,General Acute Care Hospital,32.798322,-117.1520235
CA00877837,2-Jan-24,05 - Environmental Events,21: Burn,21: Death/Serious Disability Associated with a Burn,Substantiated without deficiencies,CA060000021,SOUTH COAST GLOBAL MEDICAL CENTER,General Acute Care Hospital,33.711084,-117.884268
CA00877837,2-Jan-24,05 - Environmental Events,21: Burn,21: Death/Serious Disability Associated with a Burn,Substantiated without deficiencies,CA060000021,SOUTH COAST GLOBAL MEDICAL CENTER,General Acute Care Hospital,33.711084,-117.884268
CA00931381,20-Nov-24,01 - Surgical Events,04: Retained Foreign Object,04: Retention of a Foreign Object After Surgery/Procedure,Substantiated with deficiencies,CA040000106,KAWEAH HEALTH MEDICAL CENTER,General Acute Care Hospital,36.32742044,-119.2960948
CA00877130,29-Dec-23,04 - Care Management Events,12: Medication Error,12: Death/Serious Disability Associated with a Medication Error,Z2_Missing,CA930000092,MEMORIAL HOSPITAL OF GARDENA,General Acute Care Hospital,33.893073,-118.2950595
CA00920670,16-Sep-24,06 - Criminal Events,26: Sexual Assault,26: Sexual Assault on a Patient Within or on the Grounds of a Health Facility,Unsubstantiated,550001413,"AURORA BEHAVIORAL HEALTHCARE-SANTA ROSA, LLC",Acute Psychiatric Hospital,38.450376,-122.7719925
CA00831819,14-Mar-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA11000000508,KAISER FOUNDATION HOSPITAL-SANTA ROSA,General Acute Care Hospital,38.471814,-122.726088
CA00844256,2-Jun-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA11000000508,KAISER FOUNDATION HOSPITAL-SANTA ROSA,General Acute Care Hospital,38.471814,-122.726088
CA00862601,26-Sep-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Unsubstantiated,CA11000000508,KAISER FOUNDATION HOSPITAL-SANTA ROSA,General Acute Care Hospital,38.471814,-122.726088
CA00881819,29-Mar-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA11000000508,KAISER FOUNDATION HOSPITAL-SANTA ROSA,General Acute Care Hospital,38.471814,-122.726088
