INTAKEID,RECVDATE,AE_CATEGORY,AE_SHORT,ADVERSE_EVENT,FINDING_DETAIL,ASPEN_FACID,NAME,ASPEN_FACTYPE_LABEL,LAT,LON
CA00900849,20-May-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA230000013,ENLOE HEALTH,General Acute Care Hospital,39.742164,-121.850289
CA00920844,17-Sep-24,01 - Surgical Events,01: Surgery Wrong Body Part,"01: Surgery Performed on a Wrong Body Part, Inconsistent with Informed Consent",Substantiated with deficiencies,CA030000113,UNIVERSITY OF CALIFORNIA DAVIS MEDICAL CENTER,General Acute Care Hospital,38.555181,-121.4566785
CA00874186,11-Dec-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA930000072,KAISER FOUNDATION HOSPITAL - LOS ANGELES,General Acute Care Hospital,34.098318,-118.2956445
CA00872967,5-Dec-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA090000154,UC SAN DIEGO HEALTH HILLCREST - HILLCREST MED CTR,General Acute Care Hospital,32.754177,-117.166671
CA00862846,25-Sep-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated with deficiencies,CA060001360,KINDRED HOSPITAL BREA,General Acute Care Hospital,33.934464,-117.894024
CA00884022,8-Feb-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA080000149,SCRIPPS MEMORIAL HOSPITAL LA JOLLA,General Acute Care Hospital,32.884875,-117.2242035
CA00895652,18-Apr-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Unsubstantiated,CA05000000280,SANTA BARBARA COTTAGE HOSPITAL,General Acute Care Hospital,34.432821,-119.7227295
CA00930893,18-Nov-24,07 - Other,28: Adverse Event Series			,28: Adverse Event/Series of Adverse Events Caused the Death/Serious Disability of a Patient/Personnel/Visitor,Unsubstantiated,250000007,CORONA REGIONAL MEDICAL CENTER,General Acute Care Hospital,33.873048,-117.568422
CA00822781,24-Jan-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated with deficiencies,CA120000411,ADVENTIST HEALTH BAKERSFIELD,General Acute Care Hospital,35.383059,-119.019168
CA00934250,9-Dec-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA000000101,PROVIDENCE SAINT JOSEPH MEDICAL CTR,General Acute Care Hospital,34.156728,-118.3293675
CA00862119,22-Sep-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Unsubstantiated,CA050000020,LOS ROBLES HOSPITAL & MEDICAL CENTER,General Acute Care Hospital,34.20747,-118.8824355
CA00862642,26-Sep-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Unsubstantiated,CA050000020,LOS ROBLES HOSPITAL & MEDICAL CENTER,General Acute Care Hospital,34.20747,-118.8824355
CA00884371,9-Feb-24,07 - Other,28: Adverse Event Series			,28: Adverse Event/Series of Adverse Events Caused the Death/Serious Disability of a Patient/Personnel/Visitor,Unsubstantiated,CA930000095,MEMORIALCARE LONG BEACH MEDICAL CENTER,General Acute Care Hospital,33.808293,-118.186632
CA00865561,16-Oct-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Unsubstantiated,CA050000020,LOS ROBLES HOSPITAL & MEDICAL CENTER,General Acute Care Hospital,34.20747,-118.8824355
CA00882826,31-Jan-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,24000151,KINDRED HOSPITAL RANCHO,General Acute Care Hospital,34.103529,-117.5663205
CA00865990,17-Oct-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA9300036,CITY OF HOPE HELFORD CLINICAL RESEARCH HOSPITAL,General Acute Care Hospital,34.13115,-117.97281
CA00935901,18-Dec-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated with deficiencies,CA240000104,PROVIDENCE ST MARY MEDICAL CENTER,General Acute Care Hospital,34.542261,-117.265347
CA00853379,31-Jul-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA930000003,KINDRED HOSPITAL PARAMOUNT,General Acute Care Hospital,,
CA00854177,17-Jul-23,04 - Care Management Events,12: Medication Error,12: Death/Serious Disability Associated with a Medication Error,Substantiated without deficiencies,CA060000025,UCI HEALTH-LOS ALAMITOS,General Acute Care Hospital,33.804387,-118.066455
CA00831594,16-Mar-23,06 - Criminal Events,26: Sexual Assault,26: Sexual Assault on a Patient Within or on the Grounds of a Health Facility,Unsubstantiated,CA060000027,LAC/HARBOR-UCLA MED CENTER,General Acute Care Hospital,33.830325,-118.2920175
CA00863891,29-Sep-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated with deficiencies,CA060000011,UCI HEALTH-FOUNTAIN VALLEY,General Acute Care Hospital,33.714882,-117.936396
CA00850817,17-Jul-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA060000027,LAC/HARBOR-UCLA MED CENTER,General Acute Care Hospital,33.830325,-118.2920175
CA00850893,7-Jul-23,06 - Criminal Events,26: Sexual Assault,26: Sexual Assault on a Patient Within or on the Grounds of a Health Facility,Unsubstantiated,CA060000027,LAC/HARBOR-UCLA MED CENTER,General Acute Care Hospital,33.830325,-118.2920175
CA00850992,14-Jul-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA060000027,LAC/HARBOR-UCLA MED CENTER,General Acute Care Hospital,33.830325,-118.2920175
CA00859691,7-Sep-23,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA000000050,KAISER FOUNDATION HOSPITAL - PANORAMA CITY,General Acute Care Hospital,34.219737,-118.430838
CA00928430,4-Nov-24,06 - Criminal Events,26: Sexual Assault,26: Sexual Assault on a Patient Within or on the Grounds of a Health Facility,Unsubstantiated,550001413,"AURORA BEHAVIORAL HEALTHCARE-SANTA ROSA, LLC",Acute Psychiatric Hospital,38.450376,-122.7719925
CA00887415,29-Feb-24,07 - Other,28: Adverse Event Series			,28: Adverse Event/Series of Adverse Events Caused the Death/Serious Disability of a Patient/Personnel/Visitor,Unsubstantiated,CA930000123,POMONA VALLEY HOSPITAL MEDICAL CENTER,General Acute Care Hospital,34.077096,-117.750627
CA00888823,8-Mar-24,04 - Care Management Events,17: Stage 3/4 Pressure Ulcer,"17: Stage 3 or 4 Pressure Ulcer, Acquired After Admission, Excluding Stage 2 Ulcers Recognized upon Admission",Substantiated without deficiencies,CA030000139,ADVENTIST HEALTH LODI MEMORIAL,General Acute Care Hospital,38.120355,-121.287798
